Unnamed: 0,X,coral_id,slurry_date,nub,slurry_volume,slurry_notes,coral_num,dry_weight,dip_weight,wax_weight,surface_area,protein_analysis_date,protein_absorbance,protein_absorbance_se,protein_mg_ml,protein_se,carb_analysis_date,carb_absorbance,carb_absorbance_se,carb_mg_ml,carb_se,avg_num_Zoox_cells,num_Zoox_cells_se,haplotype,dna_collection_date,branch_width,burned_pan,burned_pan_se,burned_pan_dry_res,burned_pan_dry_res_se,dry_tissue,dry_tissue_se,burned_pan_burned_res,burned_pan_burned_res_se,afdw_g_ml,afdw_se,Year,protein_mg_cm2,carb_mg_cm2,zooxDensity,zoox_cells_cm2,afdw_mg_cm2,protein_mg_cm2_se,carb_mg_cm2_se,zooxDensity_se,zoox_cells_cm2_se,afdw_mg_cm2_se,coral_id_numeric,slurry_date_numeric,slurry_notes_numeric,protein_analysis_date_numeric,carb_analysis_date_numeric,haplotype_numeric,dna_collection_date_numeric,branch_width_numeric
39,39,FE-POC39,8/29/2019,2,20.0,biopsy sample; working slurry,39,14.2159,14.93,0.7141,2769.489,4/27/2021,0.151333333,0.006119187,0.296666667,0.012467736,5/3/2021,0.104,0.00057735,0.034,0.0,13.5,0.506849634,8a,12/16/2019,tight,0.7808,0.0057,0.82785,0.00535,0.04705,0.00035,0.81755,0.00555,0.0103,0.0002,2019,0.0021423928168698,0.000245532659635,135000.0,974.909089727383,0.0743819527717929,9.00363641090468e-05,0.0,5068.49634,36.602393726785,0.001444309762559,,,,,,,,
40,40,FE-POC40,8/29/2019,1,20.0,,40,9.9746,10.657,0.6824,2649.346,4/30/2021,0.998333333,0.015857,0.489,0.007767453,5/5/2021,0.407,0.012489996,0.123,0.003605551,56.83333333,3.195245837,1a,12/16/2019,tight,0.7863,0.0025,0.83525,0.00255,0.04895,5.00000000000014e-05,0.82265,0.00265,0.0126,9.99999999999994e-05,2019,0.0036914770664156,0.0009285310412456,568333.3333,4290.36700604602,0.0951178139812618,5.86367579017614e-05,2.72184229617423e-05,31952.45837,241.210158054101,0.0007549032855655,,,,,,,,
41,41,FE-POC41,8/29/2019,2,20.0,,41,17.7667,18.598,0.8313,3213.677,4/30/2021,0.38,0.002,0.720666667,0.004176655,5/5/2021,0.485333333,0.002603417,0.146666667,0.000881917,127.5,3.956008089,1a_Pe,12/16/2019,wide,0.789,0.001,0.838,0.0008,0.049,0.0002,0.82495,0.00105,0.01305,0.00025,2019,0.0044849975090838,0.0009127654521596,1275000.0,7934.83601494487,0.0812153803882593,2.59929980517644e-05,5.48852295983697e-06,39560.08089,246.198238902043,0.0015558501990088,,,,,,,,
42,42,FE-POC42,8/29/2019,1,20.0,,42,13.6295,14.502,0.8725,3369.825,4/30/2021,0.682,0.004,0.337,0.002,5/5/2021,0.335666667,0.02067473,0.101666667,0.00617342,41.5,1.355815361,1a_Pe,8/28/2019,wide,0.7876,0.0065,0.8363,0.0071,0.0487,0.0006,0.824,0.0067,0.0123,0.0004,2019,0.0020001038629602,0.0006033943424361,415000.0,2463.0359143279,0.0730008234848991,1.18700525991706e-05,3.66394100583858e-05,13558.15361,80.4679982491673,0.0023740105198341,,,,,,,,
43,43,FE-POC43,8/25/2019,1,15.0,,43,14.1817,14.794,0.6123,2383.667,4/27/2021,0.455333333,0.005206833,0.922333333,0.010713439,5/3/2021,0.488333333,0.001333333,0.144333333,0.000333333,91.83333333,4.707880777,Did not amplify,8/28/2019,wide,0.7712,9.9999999999989e-05,0.8197,0.0004,0.0485,0.0003,0.80625,0.00025,0.01345,0.00015,2019,0.0058040825312428,0.0009082644492708,918333.3333,5778.91123193802,0.0846385002603132,6.74177999695427e-05,2.09760633511308e-06,47078.80777,296.258712542482,0.0009439237947246,,,,,,,,
44,44,FE-POC44,8/29/2019,1,21.0,biopsy sample,44,9.0282,9.517,0.4888,1915.602,4/30/2021,0.436,0.003511885,0.218666667,0.001666667,5/5/2021,0.219666667,0.001763834,0.068,0.00057735,37.72222222,1.35232928,1a_Pm,8/28/2019,wide,0.77135,0.00165,0.8185,0.0024,0.04715,0.00075,0.80575,0.00225,0.01275,0.00015,2019,0.0023971576595764,0.0007454575637319,377222.2222,4135.34056980521,0.139773293199736,1.82710223731234e-05,6.32926359442097e-06,13523.2928,148.250601534139,0.0016443916847027,,,,,,,,
45,45,FE-POC45,8/29/2019,1,20.0,a little clumpy,45,4.8901,5.339,0.4489,1764.381,4/27/2021,0.285333333,0.000666667,0.571666667,0.001333333,5/3/2021,0.252,0.001527525,0.076333333,0.000333333,33.20833333,1.866931108,10,12/16/2019,tight,0.78,9.9999999999989e-05,0.8261,0.0001,0.0461,0.0,0.8153,0.0002,0.0108,0.0001,2019,0.0064800818757399,0.0008652704036146,332083.3333,3764.30411912166,0.122422537989244,1.51138898004456e-05,3.77846961625635e-06,18669.31108,211.62448564114,0.0011335420184189,,,,,,10.0,,
46,46,FE-POC46,8/29/2019,2,25.0,working slurry; biopsy sample,46,9.5443,10.247,0.7027,2726.283,4/30/2021,0.275,0.00057735,0.518,0.00057735,5/5/2021,0.417,0.073505102,0.127,0.021501938,40.5,2.110121887,1a_Pe,12/16/2019,wide,0.7811,0.0061,0.829,0.0056,0.0479,0.0005,0.81685,0.00595,0.01215,0.00035,2019,0.0047500571290654,0.0011645892961222,405000.0,3713.84775535042,0.111415432660512,5.29429630012732e-06,0.0001971726522888,21101.21887,193.498060087673,0.0032094980601793,,,,,,,,
47,47,FE-POC47,8/29/2019,1,20.0,,47,24.0977,25.639,1.5413,5904.577,4/27/2021,0.566,0.002886751,1.15,0.006082763,5/3/2021,0.669,0.006027714,0.195333333,0.001666667,120.6666667,8.159520683,1a_Pe,8/28/2019,tight,0.7786,0.0136,0.8296,0.0132,0.051,0.0004,0.81475,0.01375,0.01485,0.00055,2019,0.0038952832692333,0.0006616336208334,1206666.667,4087.2247647884,0.0502999622157523,2.06035521257492e-05,5.64533920042028e-06,81595.20683,276.379516534377,0.0018629615635463,,,,,,,,
48,48,FE-POC48,8/29/2019,2,20.0,working slurry,48,11.004,11.609,0.605,2356.0,4/27/2021,0.367666667,0.006359595,0.741666667,0.012706079,5/3/2021,0.369666667,0.002027588,0.11,0.00057735,71.25,3.641355475,1a_Pe,12/16/2019,wide,0.78015,0.00065,0.8284,0.0005,0.04825,0.00015,0.8162,0.0007,0.0122,0.0002,2019,0.006295981893039,0.0009337860780984,712500.0,6048.38709677419,0.103565365025467,0.0001078614516129,4.90110356536503e-06,36413.55475,309.113367996604,0.0016977928692699,,,,,,,,
49,49,FE-POC49,8/29/2019,2,20.0,very dilute,49,2.676,2.845,0.169,703.56,4/30/2021,0.068333333,0.000333333,0.118333333,0.000333333,5/5/2021,0.071333333,0.002962731,0.025333333,0.000881917,10.96666667,0.568287068,1a,8/28/2019,wide,0.7805,0.0083,0.82675,0.00855,0.04625,0.00025,0.8152,0.0082,0.01155,0.00035,2019,0.0033638448177838,0.0007201470521348,109666.6667,3117.47872818239,0.328330206378987,9.47560975609756e-06,2.50701290579339e-05,5682.87068,161.546156120302,0.0099494001933026,,,,,,,,
50,50,FE-POC50,8/29/2019,2,30.0,,50,17.956,18.894,0.938,3618.07,4/27/2021,0.238333333,0.005547772,0.476333333,0.011623731,5/3/2021,0.167333333,0.003179797,0.052,0.001154701,82.25,4.659829949,1a_Pm,8/28/2019,wide,0.781,0.0009,0.82885,0.00045,0.04785,0.00045,0.81655,0.00035,0.0123,9.99999999999994e-05,2019,0.0039496195457799,0.0004311691039697,822500.0,6819.93438490687,0.101988076515933,9.63806476933835e-05,9.57444991390437e-06,46598.29949,386.379750723452,0.000829171353788,,,,,,,,
51,51,FE-POC51,8/29/2019,2,20.0,,51,8.485,9.164,0.679,2636.46,4/30/2021,0.276666667,0.000666667,0.520333333,0.001333333,5/5/2021,0.421333333,0.004910307,0.128,0.001154701,34.38888889,1.546953339,1a_Pm,8/28/2019,tight,0.7756,0.0063,0.82285,0.00595,0.04725,0.00035,0.81075,0.00605,0.0121,0.0001,2019,0.0039472120419046,0.0009709989910713,343888.8889,2608.71690751993,0.0917897483747146,1.01145702950168e-05,8.75948051553978e-06,15469.53339,117.350791515896,0.0007585929617745,,,,,,,,
52,52,FE-POC52,8/29/2019,1,20.0,,52,11.19,11.822,0.632,2458.33,4/30/2021,0.263666667,0.000333333,0.495,0.00057735,5/5/2021,0.327333333,0.004409586,0.100333333,0.00120185,42.55555556,1.457955911,1a_Pe,8/28/2019,wide,0.76765,0.00035,0.8147,0.0004,0.04705,0.00075,0.8024,0.0002,0.0123,0.0002,2019,0.004027124104575,0.0008162722905386,425555.5556,3462.15158745978,0.100067932295501,4.69709111469982e-06,9.77777596986572e-06,14579.55911,118.613523082743,0.0016271208503333,,,,,,,,
53,53,FE-POC53,8/29/2019,2,25.0,2 nubs slurried into one tube,53,19.762,20.984,1.222,4694.43,4/30/2021,0.446,0.003605551,0.848,0.006658328,5/5/2021,0.395333333,0.008252946,0.120333333,0.002403701,51.25,2.449876311,1a_Pe,8/28/2019,wide,0.78505,0.00315,0.8328,0.0034,0.04775,0.00025,0.82,0.0032,0.0128,0.0002,2019,0.0045159902267154,0.0006408303723774,512500.0,2729.29833866944,0.0681658902145734,3.5458660582861e-05,1.28008139433328e-05,24498.76311,130.467187230399,0.0010650920346027,,,,,,,,
54,54,FE-POC54,8/29/2019,1,20.0,,54,8.969,9.737,0.768,2973.77,4/30/2021,0.324,0.002081666,0.611333333,0.004096069,5/5/2021,0.267666667,0.002403701,0.082666667,0.000881917,68.5,3.124924242,10,8/28/2019,tight,0.7851,0.0,0.8331,0.0004,0.048,0.0004,0.8205,0.0005,0.0126,9.99999999999994e-05,2019,0.0041115038015717,0.0005559721632809,685000.0,4606.94673764279,0.0847409180938674,2.75479879076055e-05,5.93130605258645e-06,31249.24242,210.165832730843,0.0006725469689989,,,,,,10.0,,
55,55,FE-POC55,8/29/2019,1,25.0,,55,13.664,14.37,0.706,2738.79,4/27/2021,0.458,0.003511885,0.927666667,0.007356025,5/3/2021,0.286,0.006110101,0.086333333,0.001855921,38.0,1.748949264,1a_Pe,12/16/2019,tight,0.7841,0.0045,0.8325,0.0055,0.0484,0.001,0.8192,0.0052,0.0133,0.0003,2019,0.0084678513777982,0.000788060904633,380000.0,3468.6850762563,0.121403977668971,6.71466687843902e-05,1.69410670405544e-05,17489.49264,159.646163451743,0.0027384355865181,,,,,,,,
56,56,FE-POC56,8/29/2019,2,21.0,,56,11.881,12.603,0.722,2799.43,4/30/2021,0.603,0.1085096,1.151666667,0.209686539,5/5/2021,0.462,0.037554405,0.14,0.011015141,40.27777778,1.385748083,3a,12/16/2019,tight,0.77145,0.00195,0.82105,0.00275,0.0496,0.0008,0.81365,0.00325,0.0074,0.0005,2019,0.0086392587087371,0.0010502137935222,402777.7778,3021.44841407001,0.0555113005147477,0.0015729692540981,8.26303786842322e-05,13857.48083,103.952267936687,0.0037507635482937,,,,,,,,
57,57,FE-POC57,8/25/2019,1,15.0,,57,17.884,18.829,0.945,3644.6,4/27/2021,0.517333333,0.002848001,1.049,0.005567764,5/3/2021,0.616666667,0.006385748,0.180333333,0.001763834,86.5,4.55155651,1a_Pe,8/28/2019,wide,0.7751,0.0089,0.8213,0.0099,0.0462,0.001,0.8079,0.0102,0.0134,0.0003,2019,0.0043173462108324,0.0007421939293749,865000.0,3560.06146079131,0.0551500850573451,2.29151237447182e-05,7.25937277067442e-06,45515.5651,187.327409455084,0.0012347033968062,,,,,,,,
58,58,FE-POC58,8/29/2019,1,31.0,,58,12.309,13.431,1.122,4315.43,4/30/2021,0.441,0.003,0.838666667,0.00617342,5/5/2021,0.361666667,0.002027588,0.110666667,0.000881917,31.94444444,1.874270616,Did not amplify,8/28/2019,tight,0.77665,0.00425,0.8255,0.0054,0.04885,0.00115,0.80585,0.00075,0.01965,0.00615,2019,0.0060245831068978,0.0007949767872494,319444.4444,2294.73720495988,0.141156269479519,4.43469179201146e-05,6.33527296236991e-06,18742.70616,134.638701348417,0.0441786797607654,,,,,,,,
59,59,FE-POC59,8/29/2019,1,20.0,,59,12.101,12.887,0.786,3041.99,4/30/2021,0.435,0.001527525,0.827666667,0.002728451,5/5/2021,0.447333333,0.002603417,0.135333333,0.000881917,86.66666667,3.61673998,Did not amplify,8/28/2019,tight,0.77575,0.00135,0.8238,0.0012,0.04805,0.00015,0.8111,0.0013,0.0127,0.0001,2019,0.0054416133320622,0.0008897684279041,866666.6667,5698.02442940312,0.0834979733661189,1.79385928290363e-05,5.79828993520689e-06,36167.3998,237.787762615919,0.0006574643572135,,,,,,,,
60,60,FE-POC60,8/29/2019,2,20.0,,60,8.399,8.919,0.52,2033.85,4/30/2021,0.151333333,0.012387269,0.278666667,0.023779076,5/5/2021,0.356666667,0.002333333,0.109,0.00057735,88.91666667,2.559765417,1a_Pm,8/28/2019,wide,0.7734,0.0022,0.82115,0.00185,0.04775,0.00035,0.8091,0.0021,0.01205,0.00025,2019,0.0027402873073235,0.0010718587899796,889166.6667,8743.67988494727,0.118494480910588,0.0002338331342036,5.67740983848366e-06,25597.65417,251.716244265801,0.0024583917201366,,,,,,,,
61,61,FE-POC01,6/20/2021,3,30.0,"slightly clumpy, homogenized",1,18.3126,19.0935,0.7809,3084.05215,10/3/2022,0.217666667,0.003282953,0.481,0.008736895,10/6/2022,0.374666667,0.001452966,0.105666667,0.000333333,83.41666667,1.994151803,1a_Pe,8/28/2019,wide,0.77455,0.00135,0.8274,0.0027,0.05285,0.00135,0.81155,0.00205,0.01585,0.00065,2021,0.0046789092071611,0.0010278684846493,834166.6667,8114.32452625679,0.154180272211026,8.4987813840956e-05,3.24248408056265e-06,19941.51803,193.980358243942,0.0063228502799474,,,,,,,,
62,62,FE-POC02,6/20/2021,1,21.0,,2,27.6354,28.9098,1.2744,4995.6244,10/3/2022,0.339666667,0.018746852,0.804333333,0.049549078,10/6/2022,0.436666667,0.005783117,0.121333333,0.001452966,134.0,7.243387789,Did not amplify,12/16/2019,wide,0.77575,0.00795,0.82235,0.00805,0.0466,9.99999999999994e-05,0.81195,0.00815,0.0104,0.0001,2021,0.0033811589183926,0.0005100463503621,1340000.0,5632.92948925464,0.0437182587225733,0.0002082884049489,6.1078022599137e-06,72433.87789,304.488751334068,0.0004203678723324,,,,,,,,
63,63,FE-POC03,6/20/2021,3,35.0,"slightly clumpy, homogenized",3,9.1807,9.7528,0.5721,2275.26535,10/3/2022,0.164666667,0.001855921,0.339666667,0.005364492,10/6/2022,0.159,0.001527525,0.051,0.00057735,25.25,0.995005644,8a,8/28/2019,tight,0.7708,0.0012,0.8183,0.0006,0.0475,0.0006,0.80705,0.00065,0.01125,4.99999999999997e-05,2021,0.005225031596864,0.0007845238798191,252500.0,3884.16234616327,0.173056738195393,8.25210211195806e-05,8.88127180418759e-06,9950.05644,153.059938877019,0.0007691410586461,,,,,,,,
64,64,FE-POC04,5/22/2021,3,18.0,,4,9.7575,10.2866,0.5291,2108.70485,10/3/2022,0.328333333,0.004371626,0.774333333,0.011464922,3/3/2023,0.431666667,0.000333333,0.425333333,0.000333333,132.0,8.160882305,1a_Pe,8/28/2019,wide,0.7788,0.0003,0.82645,0.00015,0.04765,0.00015,0.8139,9.9999999999989e-05,0.01255,4.99999999999997e-05,2021,0.00660974436228,0.0036306645730909,1320000.0,11267.5797184229,0.10712736777743,9.7865092879167e-05,2.84534556839474e-06,81608.82305,696.61660563829,0.0004268022620614,,,,,,,,
65,65,FE-POC05,5/22/2021,2,18.5,,5,4.1432,4.327,0.1838,771.1853,10/3/2022,0.152666667,0.002728451,0.307,0.007637626,10/6/2022,0.156,0.012055428,0.050333333,0.002848001,20.4,1.015511875,1a,12/16/2019,tight,0.7782,0.0061,0.82285,0.00715,0.04465,0.00105,0.8133,0.0068,0.00955,0.00035,2021,0.0073646372668151,0.001207448664413,204000.0,4893.76548022894,0.229095393804835,0.0001832193650475,6.8320828340478e-05,10155.11875,243.611615619489,0.0083961662650986,,,,,,,,
66,66,FE-POC06,6/22/2021,1,15.0,,6,4.5001,4.7591,0.259,1062.4725,10/3/2022,0.153666667,0.002905933,0.310333333,0.00811035,10/6/2022,0.152333333,0.002905933,0.049333333,0.000666667,34.16666667,1.574407244,Did not amplify,12/16/2019,tight,0.7779,0.0007,0.82605,0.00055,0.04815,0.00015,0.8134,0.0006,0.01265,4.99999999999997e-05,2021,0.0043812898639729,0.0006964886102934,341666.6667,4823.65425975731,0.178592857697493,0.0001145020224052,9.41201301680749e-06,15744.07244,222.275010976755,0.0007059006233102,,,,,,,,
67,67,FE-POC07,6/20/2021,3,15.0,,7,12.623,13.283,0.66,2615.746,10/3/2022,0.358666667,0.012032364,0.856,0.031942657,10/6/2022,0.419,0.003464102,0.116666667,0.000881917,211.8333333,4.60736126,1a_Pe,8/28/2019,wide,0.77665,0.00205,0.8234,0.0022,0.04675,0.00015,0.8117,0.0023,0.0117,0.0001,2021,0.0049087334932367,0.0006690252054289,2118333.333,12147.5861933842,0.0670936704098945,0.0001831752222884,5.05735457494726e-06,46073.6126,264.209211827142,0.0005734501744435,,,,,,,,
68,68,FE-POC08,6/20/2021,1,33.0,"slightly clumpy, homogenized",8,9.6155,10.2557,0.6402,2539.0507,10/3/2022,0.245666667,0.0259829,0.556,0.068879121,10/6/2022,0.23,0.004725816,0.068666667,0.00120185,44.0,1.983592832,8a,8/28/2019,tight,0.7678,,0.8213,,0.0535,,0.806,,0.0153,,2021,0.0072263228142707,0.0008924595365504,440000.0,5718.67273071782,0.198853847227233,0.0008952207976784,1.56204245941209e-05,19835.92832,257.807232663767,,,,,,,,,
69,69,FE-POC09,6/22/2021,2,12.5,,9,4.3497,4.6581,0.3084,1253.8234,10/3/2022,0.211333333,0.00120185,0.464666667,0.002848001,10/6/2022,0.251333333,0.045856055,0.074333333,0.011836854,40.33333333,2.084803403,8a,8/28/2019,tight,0.778,0.0042,0.8243,0.0042,0.0463,0.0,0.81305,0.00445,0.01125,0.00025,2021,0.0046324971582919,0.0007410666147242,403333.3333,4021.03411553015,0.112156943314346,2.83931632636622e-05,0.0001180075878309,20848.03403,207.844601859401,0.0024923765180965,,,,,,,,
70,70,FE-POC10,6/20/2021,3,14.5,,10,6.517,6.9084,0.3914,1575.3239,10/3/2022,0.274,0.009291573,0.63,0.024826062,10/6/2022,0.346666667,0.003844188,0.098666667,0.00120185,79.5,2.919371041,1a,8/28/2019,wide,0.777,0.0035,0.82315,0.00335,0.04615,0.00015,0.81265,0.00335,0.0105,0.0,2021,0.0057988074706414,0.0009081730249252,795000.0,7317.54276057133,0.0966467911773572,0.0002285104028447,1.10623758072864e-05,29193.71041,268.712231779763,0.0,,,,,,,,
71,71,FE-POC11,6/20/2021,1,23.0,,11,23.6883,24.8772,1.1889,4664.44015,10/3/2022,0.378333333,0.002333333,0.908,0.006027714,10/6/2022,0.543,0.016258331,0.148,0.004163332,160.3333333,8.040176891,1a_Pe,8/28/2019,wide,0.76615,0.00085,0.81425,0.00125,0.0481,0.0004,0.80235,0.00115,0.0119,0.0001,2021,0.0044772790149317,0.0007297767557377,1603333.333,7905.91485218221,0.058677995900537,2.97221997799672e-05,2.05290737839138e-05,80401.76891,396.455013991336,0.0004930924025255,,,,,,,,
72,72,FE-POC12,6/20/2021,1,17.5,,12,8.3968,8.88,0.4832,1930.9112,10/3/2022,0.261333333,0.004096069,0.597333333,0.010898522,10/6/2022,0.395,0.008082904,0.110666667,0.002185813,166.1666667,3.961621441,1a,12/16/2019,wide,0.774,0.0051,0.81945,0.00545,0.04545,0.00035,0.8089,0.0054,0.01055,4.99999999999997e-05,2021,0.0054136789550446,0.0010029807028412,1661666.667,15059.8156313455,0.0956154793653898,9.87741616496916e-05,1.98101950519527e-05,39616.21441,359.044865540684,0.0004531539306416,,,,,,,,
73,73,FE-POC13,6/20/2021,1,15.0,,13,4.0854,4.3585,0.2731,1117.08885,10/3/2022,0.202666667,0.003844188,0.440666667,0.010397649,10/6/2022,0.19,0.001,0.058666667,0.000333333,27.0,0.99090063,1a,12/16/2019,tight,0.7717,,0.8195,,0.0478,,0.8076,,0.0119,,2021,0.0059171658592778,0.0007877618731938,270000.0,3625.49496398608,0.159790333597905,0.0001396171262473,4.47591523270508e-06,9909.0063,133.055749773172,,,,,,,,,
74,74,FE-POC14,6/20/2021,3,15.0,,14,17.0839,17.821,0.7371,2914.39285,10/3/2022,0.625,0.008082904,1.563666667,0.021651277,10/6/2022,0.690333333,0.008743251,0.185333333,0.002185813,161.8333333,3.270236145,Did not amplify,8/28/2019,wide,0.76655,0.00015,0.821,0.0077,0.05445,0.00785,0.80645,0.00575,0.01455,0.00195,2021,0.0080479884532382,0.0009538864998931,1618333.333,8329.35065531745,0.0748869528691027,0.0001114362996738,1.12500945093933e-05,32702.36145,168.314790420241,0.0100363957453437,,,,,,,,
75,75,FE-POC15,6/20/2021,1,17.0,,15,7.608,8.0246,0.4166,1672.9361,10/3/2022,0.223,0.00057735,0.495666667,0.001666667,10/6/2022,0.285666667,0.005547772,0.083333333,0.001452966,74.75,1.498104863,10,8/28/2019,tight,0.77015,0.00435,0.8682,0.0046,0.09805,0.00025,0.8432,0.004,0.025,0.0006,2021,0.0050368530746631,0.0008468145681117,747500.0,7595.92670634581,0.254044371449693,1.69362948172378e-05,1.4764713368311e-05,14981.04863,152.234043314625,0.0060970649147926,,,,,,10.0,,
76,76,FE-POC16,6/22/2021,1,12.0,"slightly clumpy, homogenized",16,5.8322,6.2753,0.4431,1775.58385,10/3/2022,0.296333333,0.008212457,0.690666667,0.02140353,10/6/2022,0.306,0.002309401,0.088,0.00057735,48.55555556,1.299125453,1a_Pm,8/28/2019,tight,0.77945,0.00085,0.82645,0.00045,0.047,0.0004,0.81565,0.00035,0.0108,0.0001,2021,0.0046677604124412,0.0005947339518772,485555.5556,3281.54970952231,0.0729900759122133,0.0001446523406934,3.9019278081404e-06,12991.25453,87.7993198462579,0.0006758340362241,,,,,,,,
77,77,FE-POC17,6/20/2021,2,15.0,,17,6.4095,6.8622,0.4527,1812.76945,10/3/2022,0.244333333,0.001666667,0.552,0.00450925,10/6/2022,0.325333333,0.004910307,0.093,0.001527525,99.83333333,2.845073715,3b,8/28/2019,tight,0.7872,0.006,0.8357,0.0061,0.0485,9.99999999999994e-05,0.8239,0.0063,0.0118,0.0002,2021,0.0045675968336734,0.0007695407708906,998333.3333,8260.84089154305,0.0976406569517155,3.73123840982647e-05,1.26397071618787e-05,28450.73715,235.419378481913,0.0016549263890121,,,,,,,,
