chunk,version,issues_with_model,model,model_type,surface_area_cm2,area_cm2,max_height_cm,min_height_cm,height_range_cm,volume_cm3,extent_volume_cm3,convex_hull_volume_cm3,sampling_date
3-9A (FE-POC112)_issues_with_model,1,yes, 3-9A (FE-POC112)_closed_200K,Mesh,2059.759597,280.9802883,12.68239049,-5.782982621,18.46537311,904.0652838,7152.74648,3335.381578,2019-12-01
3-9B (FE-POC113),2,no, 3-9B (FE-POC113)_open_200K,Mesh,1320.982883,230.4695641,10.53594216,-4.541673077,15.07761524,0.0,4649.045359,2231.086342,2019-12-01
3-9B (FE-POC113),2,no, 3-9B (FE-POC113)_closed_200K,Mesh,1405.240683,230.4421673,10.53594216,-4.536444178,15.07238634,836.2027487,4648.571156,2229.393577,2019-12-01
3-9C (FE-POC114),2,no, 3-9C (FE-POC114)_open_200K,Mesh,1010.385792,206.270931,6.198183423,-6.49288441,12.69106783,0.0,3492.600297,1535.420743,2019-12-01
3-9C (FE-POC114),2,no, 3-9C (FE-POC114)_closed_200K,Mesh,1068.175916,206.2700583,6.198183423,-6.460037568,12.65822099,621.6237065,3483.560799,1534.660283,2019-12-01
1-1A (FE-POC61),,, 1-1A (FE-POC61)_open_200K,Mesh,3073.101078,591.0815374,13.22866482,-6.918924236,20.14758906,0.0,15775.84949,7879.929653,2021-05-01
1-1A (FE-POC61),,, 1-1A (FE-POC61)_closed_200K,Mesh,3247.988281,591.0488753,13.22866482,-6.918924236,20.14758906,3936.622284,15772.95944,7731.819391,2021-05-01
1-2A (FE-POC62),,, 1-2A (FE-POC62)_open_200K,Mesh,2711.448108,538.6632211,13.8919314,-6.67788403,20.56981543,0.0,14560.24047,6849.528877,2021-05-01
1-2A (FE-POC62),,, 1-2A (FE-POC62)_closed_200K,Mesh,2821.259417,538.6555122,13.8919314,-6.67788403,20.56981543,4043.6832,14560.24047,6846.713096,2021-05-01
1-2B (FE-POC63),,, 1-2B (FE-POC63)_open_200K,Mesh,1764.290758,367.9479345,10.83206877,-8.484223273,19.31629204,0.0,9881.564823,4042.344239,2021-05-01
1-2B (FE-POC63),,, 1-2B (FE-POC63)_closed_200K,Mesh,1925.485325,367.9599659,10.83206877,-8.484223273,19.31629204,1711.555929,9881.311864,4041.676241,2021-05-01
1-2C (FE-POC64),,, 1-2C (FE-POC64)_open_200K,Mesh,2154.124906,486.5769723,16.99112686,-2.482749818,19.47387667,0.0,12358.01912,5287.235631,2021-05-01
1-2C (FE-POC64),,, 1-2C (FE-POC64)_closed_200K,Mesh,2294.501078,486.5943009,16.98947148,-2.482749818,19.4722213,2454.843173,12356.96863,5283.893639,2021-05-01
1-2D (FE-POC65),,, 1-2D (FE-POC65)_open_200K,Mesh,2006.912689,357.7932899,11.47214479,-7.137039084,18.60918387,0.0,8843.345005,4316.334937,2021-05-01
1-2D (FE-POC65),,, 1-2D (FE-POC65)_closed_200K,Mesh,2185.026139,357.5484628,11.47214479,-7.116298894,18.58844368,1700.28085,8833.488976,4313.253092,2021-05-01
1-2E (FE-POC66),,, 1-2E (FE-POC66)_open_200K,Mesh,1634.208062,344.3459729,9.169886288,-7.112269368,16.28215566,0.0,7621.583429,3778.999876,2021-05-01
1-2E (FE-POC66),,, 1-2E (FE-POC66)_closed_200K,Mesh,1816.512556,344.3416252,9.169886288,-7.110116581,16.28000287,2114.961938,7616.970792,3776.777031,2021-05-01
1-2F (FE-POC67),,, 1-2F (FE-POC67)_open_200K,Mesh,2453.311816,579.0913835,15.13296279,-8.078535462,23.21149826,0.0,19670.66644,7663.571407,2021-05-01
1-2F (FE-POC67),,, 1-2F (FE-POC67)_closed_200K,Mesh,2557.475775,483.7972983,15.13296279,-6.715534529,21.84849732,2975.688028,14169.21998,6303.536714,2021-05-01
1-3A (FE-POC68),,, 1-3A (FE-POC68)_open_200K,Mesh,2145.592772,398.0750648,13.20219509,-6.198619534,19.40081462,0.0,10612.2023,5182.623312,2021-05-01
1-3A (FE-POC68),,, 1-3A (FE-POC68)_closed_200K,Mesh,2355.745332,398.0795959,13.20219509,-6.198619534,19.40081462,2819.913434,10612.2023,5177.45559,2021-05-01
1-4A (FE-POC69),,, 1-4A (FE-POC69)_open_200K,Mesh,2212.079638,403.0907414,11.24392162,-7.876703162,19.12062478,0.0,10495.05928,4939.946133,2021-05-01
1-4A (FE-POC69),,, 1-4A (FE-POC69)_closed_200K,Mesh,2371.688928,403.0853107,11.24392162,-7.875752934,19.11967455,2878.871183,10494.53771,4938.191981,2021-05-01
1-4B (FE-POC70),,, 1-4B (FE-POC70)_open_200K,Mesh,2441.407455,435.2196745,11.88310288,-8.327141371,20.21024425,0.0,11761.16324,5632.643664,2021-05-01
1-4B (FE-POC70),,, 1-4B (FE-POC70)_closed_200K,Mesh,2613.604752,435.2774434,11.88310288,-8.100554874,19.98365775,2897.699705,11629.30334,5621.131895,2021-05-01
1-4C (FE-POC71),,, 1-4C (FE-POC71)_open_200K,Mesh,2299.647817,413.482012,13.7277991,-6.984695181,20.71249428,0.0,11179.02785,5252.970711,2021-05-01
1-4C (FE-POC71),,, 1-4C (FE-POC71)_closed_200K,Mesh,2452.623718,413.4606842,13.72787692,-6.984695181,20.71257211,2628.636324,11177.52353,5249.600641,2021-05-01
1-5A (FE-POC72),,, 1-5A (FE-POC72)_open_200K,Mesh,2010.430753,360.6899657,15.03896149,-4.583527775,19.62248926,0.0,9773.86437,4864.361162,2021-05-01
1-5A (FE-POC72),,, 1-5A (FE-POC72)_closed_200K,Mesh,2150.141554,360.6864378,15.03896149,-4.583527775,19.62248926,1834.615699,9773.86437,4860.518562,2021-05-01
1-6A (FE-POC73),,, 1-6A (FE-POC73)_open_200K,Mesh,2089.703229,430.6522544,10.95258563,-6.46808695,17.42067258,0.0,10128.88397,4424.91216,2021-05-01
1-6A (FE-POC73),,, 1-6A (FE-POC73)_closed_200K,Mesh,2227.86923,430.5971206,10.95258563,-6.46808695,17.42067258,1921.729716,10125.55318,4422.348882,2021-05-01
1-6B (FE-POC74),,, 1-6B (FE-POC74)_open_200K,Mesh,2119.260834,392.7243845,7.60071262,-12.86626782,20.46698044,0.0,10078.83197,5173.349138,2021-05-01
1-6B (FE-POC74),,, 1-6B (FE-POC74)_closed_200K,Mesh,2324.970518,392.6374629,7.60071262,-12.85582513,20.45653775,2505.948406,10074.37533,5170.835527,2021-05-01
1-6C (FE-POC75),,, 1-6C (FE-POC75)_open_200K,Mesh,2797.497997,503.3048597,13.94804057,-5.984413199,19.93245377,0.0,12492.95995,6323.939564,2021-05-01
1-6C (FE-POC75),,, 1-6C (FE-POC75)_closed_200K,Mesh,2913.445378,503.280855,13.94804057,-5.970215522,19.9182561,2770.866277,12484.06135,6319.318962,2021-05-01
1-7A (FE-POC76),,, 1-7A (FE-POC76)_open_200K,Mesh,2169.106153,565.6301204,6.454153904,-13.88701579,20.3411697,0.0,16115.59884,6642.594888,2021-05-01
1-7A (FE-POC76),,, 1-7A (FE-POC76)_closed_200K,Mesh,2547.722339,565.6307466,6.454153904,-13.87635859,20.33051249,4309.893737,16107.15551,6639.887335,2021-05-01
1-8A (FE-POC77),,, 1-8A (FE-POC77)_open_200K,Mesh,3140.332352,621.6479365,13.48811967,-9.625706704,23.11382638,0.0,20778.15013,9498.025321,2021-05-01
1-8A (FE-POC77),,, 1-8A (FE-POC77)_closed_200K,Mesh,3315.446042,621.6563841,13.48811967,-9.571324999,23.05944467,5826.207872,20730.54472,9493.39239,2021-05-01
1-9A (FE-POC78),,, 1-9A (FE-POC78)_open_200K,Mesh,3837.125579,779.7842121,17.97421382,-4.271203079,22.2454169,0.0,21730.95608,10465.79216,2021-05-01
1-9A (FE-POC78),,, 1-9A (FE-POC78)_closed_200K,Mesh,3989.964028,779.8420605,17.97421382,-4.248517542,22.22273137,4528.558056,21708.79518,10460.43302,2021-05-01
2-1A (FE-POC79),,, 2-1A (FE-POC79)_open_200K,Mesh,2205.547401,380.1119462,16.73103337,-3.753309652,20.48434302,0.0,10792.82158,4884.721481,2021-05-01
2-1A (FE-POC79),,, 2-1A (FE-POC79)_closed_200K,Mesh,2309.607952,380.0862091,16.73103337,-3.728846852,20.45988022,1925.286693,10778.09427,4880.135048,2021-05-01
2-2A (FE-POC80),,, 2-2A (FE-POC80)_open_200K,Mesh,2061.889338,445.8609945,12.4795334,-5.141233433,17.62076683,0.0,9927.927011,5019.649056,2021-05-01
2-2A (FE-POC80),,, 2-2A (FE-POC80)_closed_200K,Mesh,2222.35898,445.8581008,12.48325799,-5.141233433,17.62449143,2714.160096,9930.025529,5016.528156,2021-05-01
2-3A (FE-POC81),,, 2-3A (FE-POC81)_open_200K,Mesh,1357.301976,274.8748312,12.74520933,-2.474981686,15.22019102,0.0,5496.624359,2633.237665,2021-05-01
2-3A (FE-POC81),,, 2-3A (FE-POC81)_closed_200K,Mesh,1478.472628,274.8983378,12.74520933,-2.474981686,15.22019102,1190.380104,5497.040607,2632.020697,2021-05-01
2-4A (FE-POC82),,, 2-4A (FE-POC82)_open_200K,Mesh,1913.66987,416.0880487,10.63214424,-5.27856232,15.91070656,0.0,9349.461842,3895.964412,2021-05-01
2-4A (FE-POC82),,, 2-4A (FE-POC82)_closed_200K,Mesh,2016.056764,416.0620222,10.63104208,-5.263189556,15.89423164,1991.470208,9339.780839,3894.998438,2021-05-01
2-4B (FE-POC83),,, 2-4B (FE-POC83)_open_200K,Mesh,1657.730609,322.1397863,10.48199327,-7.860038955,18.34203223,0.0,7712.883065,3916.318264,2021-05-01
2-4B (FE-POC83),,, 2-4B (FE-POC83)_closed_200K,Mesh,1853.56544,322.1340715,10.48199327,-7.860038955,18.34203223,2489.955891,7712.883065,3913.541827,2021-05-01
2-4C (FE-POC84),,, 2-4C (FE-POC84)_open_200K,Mesh,2144.824028,461.9843219,12.53818967,-5.63206231,18.17025198,0.0,10508.52288,4448.764451,2021-05-01
2-4C (FE-POC84),,, 2-4C (FE-POC84)_closed_200K,Mesh,2210.263731,461.973959,12.53818967,-5.63206231,18.17025198,2052.818215,10508.52288,4446.816105,2021-05-01
2-5A (FE-POC85),,, 2-5A (FE-POC85)_open_200K,Mesh,1238.09161,249.5025805,12.25542849,-2.986571487,15.24199998,0.0,4816.234886,2414.842289,2021-05-01
2-5A (FE-POC85),,, 2-5A (FE-POC85)_closed_200K,Mesh,1306.986268,249.51183,12.25542849,-2.986571487,15.24199998,1303.892309,4816.362997,2414.630413,2021-05-01
2-6A (FE-POC86),,, 2-6A (FE-POC86)_open_200K,Mesh,2710.812811,508.1195654,13.34155877,-4.441082627,17.78264139,0.0,12284.28146,5542.723287,2021-05-01
2-6A (FE-POC86),,, 2-6A (FE-POC86)_closed_200K,Mesh,2821.688443,508.1119936,13.34155877,-4.441082627,17.78264139,2822.146833,12282.49681,5541.875661,2021-05-01
2-6B (FE-POC87),,, 2-6B (FE-POC87)_open_200K,Mesh,2562.726444,533.1519738,11.8363918,-5.90199406,17.73838586,0.0,13047.62426,6110.90786,2021-05-01
2-6B (FE-POC87),,, 2-6B (FE-POC87)_closed_200K,Mesh,2676.260228,533.1519738,11.8363918,-5.848406566,17.68479836,2313.884379,13008.20751,6108.737863,2021-05-01
2-6C (FE-POC88),,, 2-6C (FE-POC88)_open_200K,Mesh,1619.545279,384.7379417,8.845652988,-5.505649626,14.35130261,0.0,7247.370016,3376.199952,2021-05-01
2-6C (FE-POC88),,, 2-6C (FE-POC88)_closed_200K,Mesh,1735.628125,384.7169403,8.845652988,-5.505649626,14.35130261,1946.113593,7247.449174,3375.842046,2021-05-01
2-6D (FE-POC89),,, 2-6D (FE-POC89)_open_200K,Mesh,2299.577001,430.2590667,14.30799157,-3.879989785,18.18798135,0.0,9789.368498,5054.456145,2021-05-01
2-6D (FE-POC89),,, 2-6D (FE-POC89)_closed_200K,Mesh,2399.272004,430.2558363,14.30799157,-3.879989785,18.18798135,2750.495649,9787.980352,5053.491908,2021-05-01
2-6E (FE-POC90),,, 2-6E (FE-POC90)_open_200K,Mesh,2308.02044,431.0562864,13.99090115,-4.85477553,18.84567668,0.0,10558.1543,5239.052078,2021-05-01
2-6E (FE-POC90),,, 2-6E (FE-POC90)_closed_200K,Mesh,2430.213138,431.051838,13.99090115,-4.832506603,18.82340776,2297.660372,10545.67829,5234.628219,2021-05-01
2-6F (FE-POC91),,, 2-6F (FE-POC91)_open_200K,Mesh,1765.615878,323.8165225,16.98784104,-3.257423965,20.245265,0.0,9046.452776,3867.609431,2021-05-01
2-6F (FE-POC91),,, 2-6F (FE-POC91)_closed_200K,Mesh,1828.337465,323.8176948,16.98784104,-3.257423965,20.245265,1550.492489,9045.605207,3865.864648,2021-05-01
2-7A (FE-POC92),,, 2-7A (FE-POC92)_open_200K,Mesh,2609.573992,569.0513955,15.19117243,-3.7268521,18.91802453,0.0,16019.08107,6639.084748,2021-05-01
2-7A (FE-POC92),,, 2-7A (FE-POC92)_closed_200K,Mesh,2735.828359,569.0281806,15.19117243,-3.7268521,18.91802453,3040.165913,16017.94981,6632.916946,2021-05-01
2-8A (FE-POC93),,, 2-8A (FE-POC93)_open_200K,Mesh,2332.398144,476.5040094,14.82657294,-5.360009125,20.18658206,0.0,13175.80072,6019.108932,2021-05-01
2-8A (FE-POC93),,, 2-8A (FE-POC93)_closed_200K,Mesh,2486.243922,476.4992956,14.82657294,-5.360009125,20.18658206,3487.567079,13176.65807,6018.214915,2021-05-01
2-9A (FE-POC94),,, 2-9A (FE-POC94)_open_200K,Mesh,2760.318884,597.3845779,13.71179662,-6.05814231,19.76993893,0.0,14709.8254,6782.008371,2021-05-01
2-9A (FE-POC94),,, 2-9A (FE-POC94)_closed_200K,Mesh,2855.322853,597.3800151,13.71179662,-6.057029178,19.76882579,4279.274406,14710.14384,6775.812978,2021-05-01
2-9B (FE-POC95),,, 2-9B (FE-POC95)_open_200K,Mesh,2380.63878,473.3397065,12.81104224,-6.443308034,19.25435027,0.0,12709.69422,6114.884111,2021-05-01
2-9B (FE-POC95),,, 2-9B (FE-POC95)_closed_200K,Mesh,2544.176941,473.3528388,12.81104224,-6.443308034,19.25435027,3842.069745,12709.69422,6113.339565,2021-05-01
2-9C (FE-POC96),,, 2-9C (FE-POC96)_open_200K,Mesh,2089.862957,425.863366,13.49700703,-6.784209486,20.28121652,0.0,12050.26167,5271.217082,2021-05-01
2-9C (FE-POC96),,, 2-9C (FE-POC96)_closed_200K,Mesh,2241.781168,425.8837808,13.49700703,-6.784209486,20.28121652,2798.954108,12049.17634,5270.459308,2021-05-01
3-1A (FE-POC97),,, 3-1A (FE-POC97)_open_200K,Mesh,2369.446221,509.4220287,10.17973718,-8.427899288,18.60763647,0.0,15305.95526,5789.272957,2021-05-01
3-1A (FE-POC97),,, 3-1A (FE-POC97)_closed_200K,Mesh,2501.823478,509.4720981,10.17973718,-8.427899288,18.60763647,2450.967009,15305.95526,5784.819871,2021-05-01
3-2A (FE-POC98),,, 3-2A (FE-POC98)_open_200K,Mesh,1636.882822,349.1985223,9.594735737,-4.902924828,14.49766057,0.0,7014.40788,3186.912175,2021-05-01
3-2A (FE-POC98),,, 3-2A (FE-POC98)_closed_200K,Mesh,1729.478592,349.1910306,9.594735737,-4.902924828,14.49766057,1364.72276,7014.40788,3185.740668,2021-05-01
3-3A (FE-POC99),,, 3-3A (FE-POC99)_open_200K,Mesh,2642.076205,483.4586439,13.4072028,-6.373872455,19.78107525,0.0,12363.03037,5859.332612,2021-05-01
3-3A (FE-POC99),,, 3-3A (FE-POC99)_closed_200K,Mesh,2765.034463,483.4497293,13.4072028,-6.355303591,19.76250639,2856.127425,12351.42496,5851.279471,2021-05-01
3-4A (FE-POC100),,, 3-4A (FE-POC100)_open_200K,Mesh,2121.7142,464.0798577,13.74141642,-3.745091394,17.48650781,0.0,10387.07324,4245.805776,2021-05-01
3-4A (FE-POC100),,, 3-4A (FE-POC100)_closed_200K,Mesh,2169.525778,464.0586214,13.74141642,-3.745091394,17.48650781,1601.550209,10383.50723,4244.030604,2021-05-01
3-5A (FE-POC101),,, 3-5A (FE-POC101)_open_200K,Mesh,2222.578791,428.4112696,15.30584415,-5.328976247,20.63482039,0.0,12640.84377,5310.748582,2021-05-01
3-5A (FE-POC101),,, 3-5A (FE-POC101)_closed_200K,Mesh,2347.879402,428.3908104,15.30584415,-5.328976247,20.63482039,2083.08493,12639.96787,5308.608701,2021-05-01
3-5B (FE-POC102),,, 3-5B (FE-POC102)_open_200K,Mesh,1946.99802,348.8757606,14.33482804,-7.928532798,22.26336084,0.0,10638.04719,4624.166202,2021-05-01
3-5B (FE-POC102),,, 3-5B (FE-POC102)_closed_200K,Mesh,2124.247909,348.9057346,14.33482804,-7.928532798,22.26336084,2218.657342,10637.1909,4621.510412,2021-05-01
3-5C (FE-POC103),,, 3-5C (FE-POC103)_open_200K,Mesh,2554.062725,444.7348233,17.28446668,-4.835674913,22.12014159,0.0,12452.87058,6413.650684,2021-05-01
3-5C (FE-POC103),,, 3-5C (FE-POC103)_closed_200K,Mesh,2688.041396,444.6972841,17.28446668,-4.835674913,22.12014159,3343.310645,12452.87058,6409.695004,2021-05-01
3-5D (FE-POC104),,, 3-5D (FE-POC104)_open_200K,Mesh,1542.011539,394.7641001,11.01333642,-4.308042397,15.32137881,0.0,8266.715705,3699.580592,2021-05-01
3-5D (FE-POC104),,, 3-5D (FE-POC104)_closed_200K,Mesh,1646.46309,394.7696401,11.01333642,-4.308042397,15.32137881,1814.605099,8266.715705,3699.396029,2021-05-01
3-5E (FE-POC105),,, 3-5E (FE-POC105)_open_200K,Mesh,2127.523166,407.968205,14.9001537,-7.545166099,22.4453198,0.0,11354.8133,5945.963834,2021-05-01
3-5E (FE-POC105),,, 3-5E (FE-POC105)_closed_200K,Mesh,2306.487274,407.9523176,14.9001537,-7.545166099,22.4453198,2863.623824,11354.8133,5941.947767,2021-05-01
3-5F (FE-POC106),,, 3-5F (FE-POC106)_open_200K,Mesh,1616.208067,404.876279,11.03937875,-5.825058817,16.86443757,0.0,9516.686954,3901.080502,2021-05-01
3-5F (FE-POC106),,, 3-5F (FE-POC106)_closed_200K,Mesh,1762.481383,404.8695118,11.03937875,-5.825058817,16.86443757,1836.608535,9517.637142,3899.453148,2021-05-01
3-6A (FE-POC107),,, 3-6A (FE-POC107)_open_200K,Mesh,1449.867614,293.5254783,6.962186804,-9.182905393,16.1450922,0.0,6899.196642,3072.677819,2021-05-01
3-6A (FE-POC107),,, 3-6A (FE-POC107)_closed_200K,Mesh,1558.724304,293.5239196,6.962186804,-9.182905393,16.1450922,1802.48023,6899.196642,3071.96309,2021-05-01
3-7A (FE-POC108),,, 3-7A (FE-POC108)_open_200K,Mesh,2682.394263,517.8679581,11.64572108,-6.781686082,18.42740716,0.0,12615.92271,6219.347614,2021-05-01
3-7A (FE-POC108),,, 3-7A (FE-POC108)_closed_200K,Mesh,2833.037699,517.8943912,11.64572108,-6.778732564,18.42445364,3282.65618,12613.90065,6215.734456,2021-05-01
3-8A (FE-POC109),,, 3-8A (FE-POC109)_open_200K,Mesh,2596.604802,493.7233664,13.09895082,-6.198306068,19.29725689,0.0,14131.01406,6200.493537,2021-05-01
3-8A (FE-POC109),,, 3-8A (FE-POC109)_closed_200K,Mesh,2731.500996,493.6396766,13.09895082,-6.198306068,19.29725689,3226.226757,14129.30703,6203.052116,2021-05-01
3-8B (FE-POC110),,, 3-8B (FE-POC110)_open_200K,Mesh,1497.025423,332.1735578,9.548806219,-7.755423082,17.3042293,0.0,8769.7638,3376.419356,2021-05-01
3-8B (FE-POC110),,, 3-8B (FE-POC110)_closed_200K,Mesh,1660.029875,332.178841,9.548806219,-7.755423082,17.3042293,1585.838744,8770.081941,3375.168928,2021-05-01
3-8C (FE-POC111),,, 3-8C (FE-POC111)_open_200K,Mesh,2030.994554,402.6755836,10.9352402,-6.271250294,17.20649049,0.0,9257.560771,4651.044213,2021-05-01
3-8C (FE-POC111),,, 3-8C (FE-POC111)_closed_200K,Mesh,2173.879989,402.6619855,10.93337841,-6.253034967,17.18641337,2144.72159,9247.847288,4648.884444,2021-05-01
3-9A (FE-POC112),,, 3-9A (FE-POC112)_open_200K,Mesh,2294.798489,433.4020827,15.78548868,-6.485246301,22.27073498,0.0,13327.52254,5819.246709,2021-05-01
3-9A (FE-POC112),,, 3-9A (FE-POC112)_closed_200K,Mesh,2406.668255,433.387709,15.78548868,-6.454922426,22.2404111,3239.42888,13313.54129,5816.627619,2021-05-01
3-5B (FE-POC102),,, 3-5B (FE-POC102)_open_200K,Mesh,1946.99802,348.8757606,14.33482804,-7.928532798,22.26336084,0.0,10638.04719,4624.166202,2021-05-01
3-5B (FE-POC102),,, 3-5B (FE-POC102)_closed_200K,Mesh,2124.247909,348.9057346,14.33482804,-7.928532798,22.26336084,2218.657342,10637.1909,4621.510412,2021-05-01
3-5C (FE-POC103),,, 3-5C (FE-POC103)_open_200K,Mesh,2554.062725,444.7348233,17.28446668,-4.835674913,22.12014159,0.0,12452.87058,6413.650684,2021-05-01
3-5C (FE-POC103),,, 3-5C (FE-POC103)_closed_200K,Mesh,2688.041396,444.6972841,17.28446668,-4.835674913,22.12014159,3343.310645,12452.87058,6409.695004,2021-05-01
3-5D (FE-POC104),,, 3-5D (FE-POC104)_open_200K,Mesh,1542.011539,394.7641001,11.01333642,-4.308042397,15.32137881,0.0,8266.715705,3699.580592,2021-05-01
3-5D (FE-POC104),,, 3-5D (FE-POC104)_closed_200K,Mesh,1646.46309,394.7696401,11.01333642,-4.308042397,15.32137881,1814.605099,8266.715705,3699.396029,2021-05-01
3-5E (FE-POC105),,, 3-5E (FE-POC105)_open_200K,Mesh,2127.523166,407.968205,14.9001537,-7.545166099,22.4453198,0.0,11354.8133,5945.963834,2021-05-01
3-5E (FE-POC105),,, 3-5E (FE-POC105)_closed_200K,Mesh,2306.487274,407.9523176,14.9001537,-7.545166099,22.4453198,2863.623824,11354.8133,5941.947767,2021-05-01
3-5F (FE-POC106),,, 3-5F (FE-POC106)_open_200K,Mesh,1616.208067,404.876279,11.03937875,-5.825058817,16.86443757,0.0,9516.686954,3901.080502,2021-05-01
3-5F (FE-POC106),,, 3-5F (FE-POC106)_closed_200K,Mesh,1762.481383,404.8695118,11.03937875,-5.825058817,16.86443757,1836.608535,9517.637142,3899.453148,2021-05-01
3-6A (FE-POC107),,, 3-6A (FE-POC107)_open_200K,Mesh,1449.867614,293.5254783,6.962186804,-9.182905393,16.1450922,0.0,6899.196642,3072.677819,2021-05-01
3-6A (FE-POC107),,, 3-6A (FE-POC107)_closed_200K,Mesh,1558.724304,293.5239196,6.962186804,-9.182905393,16.1450922,1802.48023,6899.196642,3071.96309,2021-05-01
3-7A (FE-POC108),,, 3-7A (FE-POC108)_open_200K,Mesh,2682.394263,517.8679581,11.64572108,-6.781686082,18.42740716,0.0,12615.92271,6219.347614,2021-05-01
3-7A (FE-POC108),,, 3-7A (FE-POC108)_closed_200K,Mesh,2833.037699,517.8943912,11.64572108,-6.778732564,18.42445364,3282.65618,12613.90065,6215.734456,2021-05-01
3-8A (FE-POC109),,, 3-8A (FE-POC109)_open_200K,Mesh,2596.604802,493.7233664,13.09895082,-6.198306068,19.29725689,0.0,14131.01406,6200.493537,2021-05-01
3-8A (FE-POC109),,, 3-8A (FE-POC109)_closed_200K,Mesh,2731.500996,493.6396766,13.09895082,-6.198306068,19.29725689,3226.226757,14129.30703,6203.052116,2021-05-01
3-8B (FE-POC110),,, 3-8B (FE-POC110)_open_200K,Mesh,1497.025423,332.1735578,9.548806219,-7.755423082,17.3042293,0.0,8769.7638,3376.419356,2021-05-01
3-8B (FE-POC110),,, 3-8B (FE-POC110)_closed_200K,Mesh,1660.029875,332.178841,9.548806219,-7.755423082,17.3042293,1585.838744,8770.081941,3375.168928,2021-05-01
3-8C (FE-POC111),,, 3-8C (FE-POC111)_open_200K,Mesh,2030.994554,402.6755836,10.9352402,-6.271250294,17.20649049,0.0,9257.560771,4651.044213,2021-05-01
3-8C (FE-POC111),,, 3-8C (FE-POC111)_closed_200K,Mesh,2173.879989,402.6619855,10.93337841,-6.253034967,17.18641337,2144.72159,9247.847288,4648.884444,2021-05-01
3-9A (FE-POC112),,, 3-9A (FE-POC112)_open_200K,Mesh,2294.798489,433.4020827,15.78548868,-6.485246301,22.27073498,0.0,13327.52254,5819.246709,2021-05-01
3-9A (FE-POC112),,, 3-9A (FE-POC112)_closed_200K,Mesh,2406.668255,433.387709,15.78548868,-6.454922426,22.2404111,3239.42888,13313.54129,5816.627619,2021-05-01
3-9B (FE-POC113),,, 3-9B (FE-POC113)_open_200K,Mesh,2603.313651,471.66614,18.04233943,-4.483069533,22.52540896,0.0,14375.21309,6966.840221,2021-05-01
3-9B (FE-POC113),,, 3-9B (FE-POC113)_closed_200K,Mesh,2742.473435,471.6193826,18.04233943,-4.483069533,22.52540896,4401.584505,14375.21309,6964.151501,2021-05-01
3-9C (FE-POC114),,, 3-9C (FE-POC114)_open_200K,Mesh,963.2065457,260.2430458,8.675872363,-5.003667453,13.67953982,0.0,4912.106941,2071.079135,2021-05-01
3-9C (FE-POC114),,, 3-9C (FE-POC114)_closed_200K,Mesh,1035.516168,260.2394071,8.675872363,-5.003667453,13.67953982,1350.514033,4912.106941,2071.010578,2021-05-01
